ROWID,COMPID,SUB,LEAD01,LEAD02,LEAD03,LEAD04,LEAD05,LEAD06,LEAD07,LEAD08,LEAD09,LEAD10,LEAD11,TSIG01,TSIG02,TSIG03,HOSTIL01,HOSTIL02,HOSTIL03,HOSTIL04,HOSTIL05,LEAD,TSIG,HOSTILE,GLEAD,GTSIG,GHOSTILE
1533,41,1533,2,2,3,3,3,2,3,4,3,3,3,4,3,3,1,0,4,3,0,2.818181818,3.333333333,1.6,2.862470862,2.794871795,.923076923
1534,41,1534,2,3,1,2,1,4,3,3,2,3,2,2,2,4,2,4,0,2,1,2.363636364,2.666666667,1.8,2.862470862,2.794871795,.923076923
1535,41,1535,3,4,3,4,4,5,4,5,1,4,4,3,1,3,1,1,0,0,0,3.727272727,2.333333333,.4,2.862470862,2.794871795,.923076923
1536,41,1536,3,4,3,3,3,5,1,4,1,4,2,2,3,3,1,0,0,0,1,3,2.666666667,.4,2.862470862,2.794871795,.923076923
1537,41,1537,4,4,2,2,4,4,3,3,4,2,4,4,4,4,1,0,0,0,0,3.272727273,4,.2,2.862470862,2.794871795,.923076923
1538,41,1538,1,4,3,2,3,5,1,4,2,3,4,2,3,4,1,0,0,0,0,2.909090909,3,.2,2.862470862,2.794871795,.923076923
1539,41,1539,4,4,4,3,3,4,4,2,3,2,4,3,3,3,0,0,1,0,0,3.363636364,3,.2,2.862470862,2.794871795,.923076923
1540,41,1540,2,4,3,3,2,4,2,4,2,2,2,3,3,3,3,2,1,2,2,2.727272727,3,2,2.862470862,2.794871795,.923076923
1541,41,1541,1,5,1,1,2,4,1,4,1,4,4,2,2,4,2,0,4,2,4,2.545454545,2.666666667,2.4,2.862470862,2.794871795,.923076923
1542,41,1542,2,4,3,4,3,4,4,4,4,4,3,3,4,4,1,0,0,0,0,3.545454545,3.666666667,.2,2.862470862,2.794871795,.923076923
1543,41,1543,3,4,3,4,4,5,3,4,3,4,4,3,3,3,0,0,2,2,0,3.727272727,3,.8,2.862470862,2.794871795,.923076923
1544,42,1544,2,2,2,1,2,2,1,3,1,2,2,4,4,3,0,0,0,0,0,1.818181818,3.666666667,0,2.67003367,2.814814815,1.174074074
1545,42,1545,2,4,2,2,2,4,1,4,2,4,3,2,3,3,3,3,0,0,3,2.727272727,2.666666667,1.8,2.67003367,2.814814815,1.174074074
1546,42,1546,2,4,1,1,2,3,1,4,1,4,1,2,1,3,3,0,0,0,0,2.181818182,2,.6,2.67003367,2.814814815,1.174074074
1547,42,1547,4,1,2,4,4,1,3,2,2,1,2,4,4,4,0,0,0,0,0,2.363636364,4,0,2.67003367,2.814814815,1.174074074
1548,42,1548,5,5,2,4,3,4,3,4,3,4,2,4,4,4,3,0,0,1,1,3.545454545,4,1,2.67003367,2.814814815,1.174074074
1549,42,1549,4,4,4,3,3,3,4,4,3,3,4,2,4,3,2,0,2,2,0,3.545454545,3,1.2,2.67003367,2.814814815,1.174074074
1550,42,1550,1,1,1,1,2,2,3,3,1,1,1,1,4,4,2,2,4,4,2,1.545454545,3,2.8,2.67003367,2.814814815,1.174074074
1551,42,1551,1,1,1,1,1,1,3,3,1,1,1,1,1,1,0,0,0,0,0,1.363636364,1,0,2.67003367,2.814814815,1.174074074
1552,42,1552,4,5,5,4,3,4,4,4,4,5,4,3,4,4,1,0,0,0,0,4.181818182,3.666666667,.2,2.67003367,2.814814815,1.174074074
1553,42,1553,4,4,2,5,3,4,4,4,4,4,4,2,3,4,0,0,3,1,1,3.818181818,3,1,2.67003367,2.814814815,1.174074074
1554,42,1554,2,2,3,4,2,4,4,4,2,3,3,3,2,4,0,0,0,0,0,3,3,0,2.67003367,2.814814815,1.174074074
1555,42,1555,2,2,3,4,3,4,4,4,2,2,2,4,4,3,3,0,0,0,1,2.909090909,3.666666667,.8,2.67003367,2.814814815,1.174074074
1556,42,1556,5,5,4,5,5,5,5,5,5,5,5,3,5,3,0,0,0,4,0,4.909090909,3.666666667,.8,2.67003367,2.814814815,1.174074074
1557,42,1557,3,4,1,4,1,5,2,4,1,4,1,3,3,3,0,0,0,0,0,2.727272727,3,0,2.67003367,2.814814815,1.174074074
1558,42,1558,4,3,4,4,3,3,3,4,3,3,4,3,4,4,1,1,0,0,0,3.454545455,3.666666667,.4,2.67003367,2.814814815,1.174074074
1559,42,1559,1,2,1,1,3,3,3,3,1,1,3,1,1,1,0,0,4,4,0,2,1,1.6,2.67003367,2.814814815,1.174074074
1560,42,1560,4,5,4,3,3,4,4,4,4,4,1,4,5,4,0,0,0,0,0,3.636363636,4.333333333,0,2.67003367,2.814814815,1.174074074
1561,42,1561,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.67003367,2.814814815,1.174074074
1562,42,1562,5,5,1,1,2,4,3,2,1,2,1,2,2,3,0,1,4,1,0,2.454545455,2.333333333,1.2,2.67003367,2.814814815,1.174074074
1563,42,1563,2,2,2,3,3,3,2,2,4,4,3,5,4,4,0,0,3,0,0,2.727272727,4.333333333,.6,2.67003367,2.814814815,1.174074074
1564,42,1564,5,5,1,1,1,3,1,1,1,1,1,1,3,1,4,4,4,4,4,1.909090909,1.666666667,4,2.67003367,2.814814815,1.174074074
1565,42,1565,3,3,1,2,1,4,1,1,1,1,1,4,4,2,1,0,0,0,0,1.727272727,3.333333333,.2,2.67003367,2.814814815,1.174074074
1566,42,1566,4,4,2,4,3,4,3,4,1,2,4,4,4,4,0,0,0,0,0,3.181818182,4,0,2.67003367,2.814814815,1.174074074
1567,42,1567,2,2,2,2,3,3,3,3,3,3,2,3,3,3,1,0,2,3,1,2.545454545,3,1.4,2.67003367,2.814814815,1.174074074
1568,42,1568,4,3,4,1,3,3,1,2,1,3,2,2,3,3,1,0,0,0,0,2.454545455,2.666666667,.2,2.67003367,2.814814815,1.174074074
1569,42,1569,1,4,3,4,3,4,3,4,1,4,4,5,5,5,0,0,0,0,0,3.181818182,5,0,2.67003367,2.814814815,1.174074074
1570,42,1570,2,3,1,1,2,4,1,1,1,1,2,1,3,1,4,3,4,4,4,1.727272727,1.666666667,3.8,2.67003367,2.814814815,1.174074074
1571,42,1571,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,0,1,4,0,1.909090909,2,1.6,2.67003367,2.814814815,1.174074074
1572,42,1572,3,4,3,2,3,4,3,4,1,1,4,4,1,3,3,0,0,2,0,2.909090909,2.666666667,1,2.67003367,2.814814815,1.174074074
1573,42,1573,3,5,1,3,4,3,2,4,1,2,2,4,5,5,4,3,4,4,3,2.727272727,4.666666667,3.6,2.67003367,2.814814815,1.174074074
1574,42,1574,3,3,2,4,1,4,2,2,2,3,3,1,4,3,0,0,0,0,0,2.636363636,2.666666667,0,2.67003367,2.814814815,1.174074074
1575,42,1575,4,4,1,2,1,4,2,3,2,4,2,3,1,1,0,0,0,0,0,2.636363636,1.666666667,0,2.67003367,2.814814815,1.174074074
1576,42,1576,4,3,2,2,2,4,3,3,3,3,2,4,4,3,2,1,2,0,2,2.818181818,3.666666667,1.4,2.67003367,2.814814815,1.174074074
1577,42,1577,2,2,3,4,3,4,3,4,2,4,2,2,4,4,1,0,0,0,0,3,3.333333333,.2,2.67003367,2.814814815,1.174074074
1578,42,1578,3,3,3,1,3,3,3,3,3,3,3,3,4,3,1,0,1,0,0,2.818181818,3.333333333,.4,2.67003367,2.814814815,1.174074074
1579,42,1579,4,4,2,2,3,3,2,3,3,4,2,1,4,3,2,2,3,4,1,2.909090909,2.666666667,2.4,2.67003367,2.814814815,1.174074074
1580,42,1580,3,4,1,3,1,4,1,4,1,1,2,1,3,3,1,1,1,1,2,2.272727273,2.333333333,1.2,2.67003367,2.814814815,1.174074074
1581,42,1581,4,5,1,5,3,5,1,5,1,5,1,1,3,3,3,0,4,4,2,3.272727273,2.333333333,2.6,2.67003367,2.814814815,1.174074074
1582,42,1582,2,5,1,1,1,4,4,4,2,2,1,2,1,2,4,3,4,4,3,2.454545455,1.666666667,3.6,2.67003367,2.814814815,1.174074074
1583,42,1583,2,2,2,4,3,4,2,3,2,2,3,2,4,3,4,0,0,3,2,2.636363636,3,1.8,2.67003367,2.814814815,1.174074074
1584,42,1584,4,2,3,1,4,4,3,3,2,2,3,3,3,4,0,1,3,0,3,2.818181818,3.333333333,1.4,2.67003367,2.814814815,1.174074074
1585,42,1585,4,4,4,5,5,5,4,4,4,4,4,5,4,4,2,1,0,0,1,4.272727273,4.333333333,.8,2.67003367,2.814814815,1.174074074
1586,42,1586,1,4,1,1,1,5,1,4,1,4,1,1,4,4,0,0,4,4,0,2.181818182,3,1.6,2.67003367,2.814814815,1.174074074
1587,42,1587,1,2,1,1,2,4,1,1,1,4,2,1,1,1,4,4,4,4,4,1.818181818,1,4,2.67003367,2.814814815,1.174074074
1588,42,1588,1,2,1,5,2,4,2,4,2,4,3,2,2,2,0,0,0,0,0,2.727272727,2,0,2.67003367,2.814814815,1.174074074
1589,42,1589,1,4,1,1,1,4,1,3,1,2,2,4,3,3,2,0,0,0,0,1.909090909,3.333333333,.4,2.67003367,2.814814815,1.174074074
1590,42,1590,3,3,2,1,3,4,1,1,1,1,3,1,3,1,2,1,3,1,1,2.090909091,1.666666667,1.6,2.67003367,2.814814815,1.174074074
1591,42,1591,3,4,3,2,4,4,4,4,4,4,4,1,1,1,3,2,3,3,4,3.636363636,1,3,2.67003367,2.814814815,1.174074074
1592,42,1592,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1.181818182,1,.8,2.67003367,2.814814815,1.174074074
1593,42,1593,3,3,1,1,2,3,1,1,2,2,1,2,2,2,2,1,1,3,0,1.818181818,2,1.4,2.67003367,2.814814815,1.174074074
1594,42,1594,3,4,2,3,3,4,3,4,2,3,3,4,3,3,1,0,1,1,0,3.090909091,3.333333333,.6,2.67003367,2.814814815,1.174074074
1595,42,1595,3,3,2,4,3,4,4,4,2,2,3,4,3,4,2,0,0,0,0,3.090909091,3.666666667,.4,2.67003367,2.814814815,1.174074074
1596,42,1596,1,2,1,1,1,2,1,4,1,4,1,1,2,3,0,1,0,0,0,1.727272727,2,.2,2.67003367,2.814814815,1.174074074
1597,42,1597,3,4,2,4,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2.181818182,1,.8,2.67003367,2.814814815,1.174074074
1598,43,1598,1,1,1,1,5,5,1,1,1,1,1,3,3,3,4,4,0,1,0,1.727272727,3,1.8,2.667076167,2.801801802,1.324324324
1599,43,1599,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,0,3,3,0,2.727272727,2.333333333,1.8,2.667076167,2.801801802,1.324324324
1600,43,1600,3,3,3,3,3,3,3,4,3,4,4,4,3,3,2,1,2,2,1,3.272727273,3.333333333,1.6,2.667076167,2.801801802,1.324324324
1601,43,1601,2,1,2,5,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,1.545454545,1,1.2,2.667076167,2.801801802,1.324324324
1602,43,1602,4,3,5,1,5,5,4,4,4,4,5,2,3,3,0,0,0,0,0,4,2.666666667,0,2.667076167,2.801801802,1.324324324
1603,43,1603,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,1,2.667076167,2.801801802,1.324324324
1604,43,1604,2,2,2,4,1,4,1,4,1,4,2,4,3,4,0,0,2,0,0,2.454545455,3.666666667,.4,2.667076167,2.801801802,1.324324324
1605,43,1605,4,2,1,1,3,3,3,5,1,1,2,1,5,4,0,0,0,0,0,2.363636364,3.333333333,0,2.667076167,2.801801802,1.324324324
1606,43,1606,4,4,2,4,4,4,2,4,1,2,4,1,2,4,2,0,0,0,0,3.181818182,2.333333333,.4,2.667076167,2.801801802,1.324324324
1607,43,1607,3,3,2,2,5,4,5,3,5,3,3,1,3,1,1,0,1,1,0,3.454545455,1.666666667,.6,2.667076167,2.801801802,1.324324324
1608,43,1608,2,2,1,2,1,1,3,2,1,1,1,1,2,2,0,0,4,4,0,1.545454545,1.666666667,1.6,2.667076167,2.801801802,1.324324324
1609,43,1609,2,2,2,4,2,3,2,4,2,3,2,3,2,4,0,0,1,0,0,2.545454545,3,.2,2.667076167,2.801801802,1.324324324
1610,43,1610,4,4,3,1,4,4,2,2,2,2,2,3,4,4,4,1,0,3,2,2.727272727,3.666666667,2,2.667076167,2.801801802,1.324324324
1611,43,1611,3,3,3,5,3,4,3,4,3,3,3,3,2,4,1,1,1,0,0,3.363636364,3,.6,2.667076167,2.801801802,1.324324324
1612,43,1612,2,3,2,2,3,3,2,3,3,3,3,3,2,2,3,0,4,4,2,2.636363636,2.333333333,2.6,2.667076167,2.801801802,1.324324324
1613,43,1613,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1.363636364,1,3.6,2.667076167,2.801801802,1.324324324
1614,43,1614,3,3,2,2,3,4,2,3,3,4,2,1,4,4,3,0,1,0,1,2.818181818,3,1,2.667076167,2.801801802,1.324324324
1615,43,1615,3,3,1,1,2,2,2,2,2,2,1,4,4,3,4,4,4,3,4,1.909090909,3.666666667,3.8,2.667076167,2.801801802,1.324324324
1616,43,1616,2,2,1,3,1,2,1,2,1,2,2,2,4,2,2,1,4,4,1,1.727272727,2.666666667,2.4,2.667076167,2.801801802,1.324324324
1617,43,1617,3,3,2,3,3,3,3,3,3,3,3,4,4,3,1,0,3,3,1,2.909090909,3.666666667,1.6,2.667076167,2.801801802,1.324324324
1618,43,1618,3,2,2,3,3,4,3,3,2,2,3,4,3,3,2,1,4,2,1,2.727272727,3.333333333,2,2.667076167,2.801801802,1.324324324
1619,43,1619,3,3,1,1,2,4,1,1,1,1,1,1,1,1,3,4,4,4,4,1.727272727,1,3.8,2.667076167,2.801801802,1.324324324
1620,43,1620,3,3,3,2,3,3,3,3,3,3,3,1,2,2,0,0,4,4,0,2.909090909,1.666666667,1.6,2.667076167,2.801801802,1.324324324
1621,43,1621,3,4,3,2,3,4,2,4,2,3,3,4,3,4,0,0,0,0,0,3,3.666666667,0,2.667076167,2.801801802,1.324324324
1622,43,1622,3,1,1,1,1,1,3,1,1,1,1,1,3,3,3,0,4,4,1,1.363636364,2.333333333,2.4,2.667076167,2.801801802,1.324324324
1623,43,1623,3,3,2,3,4,4,4,4,5,5,2,2,3,3,0,1,2,2,1,3.545454545,2.666666667,1.2,2.667076167,2.801801802,1.324324324
1624,43,1624,4,4,3,3,3,3,2,4,2,4,3,3,2,2,4,2,4,4,1,3.181818182,2.333333333,3,2.667076167,2.801801802,1.324324324
1625,43,1625,4,2,1,2,3,2,2,1,1,1,1,1,4,1,4,4,4,2,4,1.818181818,2,3.6,2.667076167,2.801801802,1.324324324
1626,43,1626,3,4,4,4,5,5,4,4,4,4,4,4,5,4,1,0,0,0,0,4.090909091,4.333333333,.2,2.667076167,2.801801802,1.324324324
1627,43,1627,2,2,1,1,1,1,1,2,1,1,1,2,4,2,4,0,3,3,1,1.272727273,2.666666667,2.2,2.667076167,2.801801802,1.324324324
1628,43,1628,3,3,3,1,3,3,2,2,2,3,2,3,2,3,3,2,4,4,0,2.454545455,2.666666667,2.6,2.667076167,2.801801802,1.324324324
1629,43,1629,1,2,1,2,2,3,1,2,1,1,1,2,2,1,2,0,0,0,0,1.545454545,1.666666667,.4,2.667076167,2.801801802,1.324324324
1630,43,1630,4,4,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3.181818182,3,0,2.667076167,2.801801802,1.324324324
1631,43,1631,2,2,2,1,2,4,1,1,1,1,2,2,3,2,4,0,0,0,3,1.727272727,2.333333333,1.4,2.667076167,2.801801802,1.324324324
1632,43,1632,2,4,1,1,1,2,2,2,1,1,1,4,4,4,1,1,3,1,0,1.636363636,4,1.2,2.667076167,2.801801802,1.324324324
1633,43,1633,3,4,2,3,3,4,2,4,1,4,2,2,3,3,1,0,1,0,0,2.909090909,2.666666667,.4,2.667076167,2.801801802,1.324324324
1634,43,1634,2,2,3,1,4,4,4,4,4,4,3,3,4,3,2,0,1,1,0,3.181818182,3.333333333,.8,2.667076167,2.801801802,1.324324324
1635,43,1635,4,4,3,3,4,4,3,3,3,3,3,3,3,4,1,0,0,0,0,3.363636364,3.333333333,.2,2.667076167,2.801801802,1.324324324
1636,43,1636,2,4,1,4,1,4,1,4,1,4,2,2,4,4,1,0,0,0,0,2.545454545,3.333333333,.2,2.667076167,2.801801802,1.324324324
1637,43,1637,3,3,4,4,3,4,3,3,3,3,2,5,5,5,0,0,0,0,0,3.181818182,5,0,2.667076167,2.801801802,1.324324324
1638,43,1638,2,2,1,2,1,2,2,3,2,2,1,1,2,4,3,1,2,2,2,1.818181818,2.333333333,2,2.667076167,2.801801802,1.324324324
1639,43,1639,3,2,2,5,3,3,4,4,1,1,3,3,4,4,2,0,1,1,0,2.818181818,3.666666667,.8,2.667076167,2.801801802,1.324324324
1640,43,1640,3,3,2,3,3,3,2,2,2,2,2,3,3,4,0,0,0,0,0,2.454545455,3.333333333,0,2.667076167,2.801801802,1.324324324
1641,43,1641,2,2,1,1,2,2,1,1,1,1,2,5,5,4,3,0,0,0,1,1.454545455,4.666666667,.8,2.667076167,2.801801802,1.324324324
1642,43,1642,2,4,2,3,3,4,1,4,1,2,2,1,3,3,3,0,2,1,0,2.545454545,2.333333333,1.2,2.667076167,2.801801802,1.324324324
1643,43,1643,4,4,3,2,4,4,3,4,3,4,3,3,4,4,3,0,0,0,1,3.454545455,3.666666667,.8,2.667076167,2.801801802,1.324324324
1644,43,1644,3,4,1,3,1,4,3,4,2,4,2,1,2,1,4,1,4,4,3,2.818181818,1.333333333,3.2,2.667076167,2.801801802,1.324324324
1645,43,1645,1,2,4,3,3,5,3,1,3,4,3,4,2,5,0,0,0,0,0,2.909090909,3.666666667,0,2.667076167,2.801801802,1.324324324
1646,43,1646,3,4,4,4,4,4,3,3,2,2,2,2,3,4,4,1,3,1,1,3.181818182,3,2,2.667076167,2.801801802,1.324324324
1647,43,1647,4,5,3,5,2,5,1,5,2,4,5,1,3,1,4,0,4,0,1,3.727272727,1.666666667,1.8,2.667076167,2.801801802,1.324324324
1648,43,1648,2,2,1,1,1,3,1,4,1,2,2,4,3,2,2,0,2,4,0,1.818181818,3,1.6,2.667076167,2.801801802,1.324324324
1649,43,1649,3,3,2,2,3,2,2,2,2,2,1,2,2,3,2,0,1,0,2,2.181818182,2.333333333,1,2.667076167,2.801801802,1.324324324
1650,43,1650,1,2,1,1,1,2,1,3,1,3,1,1,1,1,2,1,4,2,2,1.545454545,1,2.2,2.667076167,2.801801802,1.324324324
1651,43,1651,3,3,3,4,3,3,4,4,4,4,4,3,3,3,0,0,0,0,0,3.545454545,3,0,2.667076167,2.801801802,1.324324324
1652,43,1652,3,4,3,2,3,4,2,3,3,3,2,3,3,3,0,0,0,0,0,2.909090909,3,0,2.667076167,2.801801802,1.324324324
1653,43,1653,5,5,2,1,2,4,4,4,4,4,2,4,4,4,0,0,0,0,0,3.363636364,4,0,2.667076167,2.801801802,1.324324324
1654,43,1654,2,4,1,1,1,3,1,2,1,2,2,1,2,3,1,0,3,3,0,1.818181818,2,1.4,2.667076167,2.801801802,1.324324324
1655,43,1655,3,4,1,2,2,4,3,4,3,4,2,3,4,3,3,1,2,2,1,2.909090909,3.333333333,1.8,2.667076167,2.801801802,1.324324324
1656,43,1656,2,3,2,1,2,2,1,3,1,4,2,1,4,3,2,1,0,1,1,2.090909091,2.666666667,1,2.667076167,2.801801802,1.324324324
1657,43,1657,4,5,4,4,4,4,4,4,4,4,4,3,2,4,1,2,3,1,0,4.090909091,3,1.4,2.667076167,2.801801802,1.324324324
1658,43,1658,2,5,3,5,3,4,1,2,2,1,1,4,5,5,4,0,0,0,1,2.636363636,4.666666667,1,2.667076167,2.801801802,1.324324324
1659,43,1659,4,5,2,4,3,5,5,5,4,4,4,1,4,4,3,0,3,3,1,4.090909091,3,2,2.667076167,2.801801802,1.324324324
1660,43,1660,2,4,4,3,4,4,4,4,4,4,4,3,4,4,1,0,0,1,0,3.727272727,3.666666667,.4,2.667076167,2.801801802,1.324324324
1661,43,1661,2,4,2,1,3,4,3,4,2,2,4,4,4,4,3,0,0,0,0,2.818181818,4,.6,2.667076167,2.801801802,1.324324324
1662,43,1662,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,0,0,0,0,4,3.666666667,.2,2.667076167,2.801801802,1.324324324
1663,43,1663,4,3,2,3,3,3,3,4,1,3,4,1,3,4,1,0,4,0,1,3,2.666666667,1.2,2.667076167,2.801801802,1.324324324
1664,43,1664,2,2,3,2,3,4,3,3,1,1,2,1,2,2,4,2,4,4,4,2.363636364,1.666666667,3.6,2.667076167,2.801801802,1.324324324
1665,43,1665,4,4,3,4,3,3,4,4,4,4,3,2,3,2,2,1,0,0,0,3.636363636,2.333333333,.6,2.667076167,2.801801802,1.324324324
1666,43,1666,3,4,3,4,3,3,4,4,3,4,3,3,3,3,2,0,0,3,1,3.454545455,3,1.2,2.667076167,2.801801802,1.324324324
1667,43,1667,3,3,1,2,2,3,3,3,1,3,3,1,1,1,0,0,0,0,0,2.454545455,1,0,2.667076167,2.801801802,1.324324324
1668,43,1668,2,2,2,2,2,4,4,4,4,4,5,2,3,3,0,0,4,4,0,3.181818182,2.666666667,1.6,2.667076167,2.801801802,1.324324324
1669,43,1669,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,3,3,3,1.454545455,1.666666667,2.6,2.667076167,2.801801802,1.324324324
1670,43,1670,1,1,1,1,1,3,1,1,1,3,1,1,1,1,0,0,3,1,0,1.363636364,1,.8,2.667076167,2.801801802,1.324324324
1671,43,1671,4,4,3,1,3,4,2,4,3,4,2,4,4,4,4,4,4,4,3,3.090909091,4,3.8,2.667076167,2.801801802,1.324324324
1672,44,1672,3,4,3,4,3,3,3,3,4,4,2,1,2,2,2,0,1,1,0,3.272727273,1.666666667,.8,2.984126984,2.915343915,1.282539683
1673,44,1673,3,4,1,1,4,4,2,1,1,1,1,3,4,3,3,0,4,4,3,2.090909091,3.333333333,2.8,2.984126984,2.915343915,1.282539683
1674,44,1674,3,3,4,1,4,4,3,4,3,3,4,1,4,2,3,1,3,2,1,3.272727273,2.333333333,2,2.984126984,2.915343915,1.282539683
1675,44,1675,4,4,3,4,3,4,3,3,3,3,3,3,4,4,0,0,0,0,0,3.363636364,3.666666667,0,2.984126984,2.915343915,1.282539683
1676,44,1676,2,4,4,2,3,5,5,5,5,5,2,4,5,5,2,2,0,1,2,3.818181818,4.666666667,1.4,2.984126984,2.915343915,1.282539683
1677,44,1677,2,5,4,5,3,5,5,5,5,5,5,5,5,5,0,2,0,1,2,4.454545455,5,1,2.984126984,2.915343915,1.282539683
1678,44,1678,2,4,1,2,1,4,2,4,2,3,2,1,3,3,1,0,0,0,0,2.454545455,2.333333333,.2,2.984126984,2.915343915,1.282539683
1679,44,1679,3,3,3,1,3,3,1,5,5,5,4,5,5,5,0,0,0,0,0,3.272727273,5,0,2.984126984,2.915343915,1.282539683
1680,44,1680,4,4,3,4,3,3,3,4,3,3,3,4,3,3,1,0,0,0,0,3.363636364,3.333333333,.2,2.984126984,2.915343915,1.282539683
1681,44,1681,4,4,4,4,4,4,5,5,5,5,5,2,3,3,2,0,0,0,0,4.454545455,2.666666667,.4,2.984126984,2.915343915,1.282539683
1682,44,1682,4,4,2,2,4,4,4,4,4,2,4,3,4,4,0,0,0,0,0,3.454545455,3.666666667,0,2.984126984,2.915343915,1.282539683
1683,44,1683,3,3,3,2,3,3,4,4,4,4,4,4,2,2,1,1,4,4,0,3.363636364,2.666666667,2,2.984126984,2.915343915,1.282539683
1684,44,1684,4,4,3,5,3,3,3,4,3,3,5,3,3,3,2,0,4,4,0,3.636363636,3,2,2.984126984,2.915343915,1.282539683
1685,44,1685,3,3,3,3,1,3,3,1,1,1,1,1,1,1,0,0,2,2,2,2.090909091,1,1.2,2.984126984,2.915343915,1.282539683
1686,44,1686,4,4,2,1,4,3,3,1,3,1,1,2,3,3,4,3,4,4,3,2.454545455,2.666666667,3.6,2.984126984,2.915343915,1.282539683
1687,44,1687,3,3,5,3,4,4,5,5,3,4,5,3,3,3,3,0,0,0,1,4,3,.8,2.984126984,2.915343915,1.282539683
1688,44,1688,1,1,1,3,1,4,1,3,1,4,3,1,1,1,0,0,0,0,0,2.090909091,1,0,2.984126984,2.915343915,1.282539683
1689,44,1689,1,3,2,3,2,4,3,4,3,4,4,1,3,3,1,0,1,2,0,3,2.333333333,.8,2.984126984,2.915343915,1.282539683
1690,44,1690,4,4,1,4,4,4,4,4,4,4,2,1,1,1,4,3,3,1,3,3.545454545,1,2.8,2.984126984,2.915343915,1.282539683
1691,44,1691,3,4,4,3,3,4,3,4,3,4,4,4,4,4,0,0,0,0,0,3.545454545,4,0,2.984126984,2.915343915,1.282539683
1692,44,1692,3,4,3,4,3,3,3,4,4,4,3,2,4,4,0,0,1,0,0,3.454545455,3.333333333,.2,2.984126984,2.915343915,1.282539683
1693,44,1693,4,5,3,4,4,5,4,5,3,5,4,4,5,5,0,0,0,0,0,4.181818182,4.666666667,0,2.984126984,2.915343915,1.282539683
1694,44,1694,2,2,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,3.545454545,4,1.4,2.984126984,2.915343915,1.282539683
1695,44,1695,5,5,4,5,5,5,5,5,5,5,5,5,4,4,2,0,0,0,0,4.909090909,4.333333333,.4,2.984126984,2.915343915,1.282539683
1696,44,1696,1,2,2,1,3,3,1,1,1,1,2,1,1,1,3,0,3,3,0,1.636363636,1,1.8,2.984126984,2.915343915,1.282539683
1697,44,1697,3,4,4,3,4,4,3,4,3,4,2,3,3,3,1,1,0,0,1,3.454545455,3,.6,2.984126984,2.915343915,1.282539683
1698,44,1698,5,4,3,2,2,3,4,4,4,4,3,4,4,4,3,1,0,0,1,3.454545455,4,1,2.984126984,2.915343915,1.282539683
1699,44,1699,4,4,2,1,2,4,2,3,1,4,2,3,4,4,3,1,1,0,0,2.636363636,3.666666667,1,2.984126984,2.915343915,1.282539683
1700,44,1700,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,3.818181818,4,.2,2.984126984,2.915343915,1.282539683
1701,44,1701,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,0,4,4,0,2.818181818,3,2.4,2.984126984,2.915343915,1.282539683
1702,44,1702,4,4,2,4,2,4,3,3,3,4,2,4,4,4,2,0,1,2,2,3.181818182,4,1.4,2.984126984,2.915343915,1.282539683
1703,44,1703,4,5,2,1,1,4,1,5,1,4,2,3,3,1,3,0,0,0,0,2.727272727,2.333333333,.6,2.984126984,2.915343915,1.282539683
1704,44,1704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,2.984126984,2.915343915,1.282539683
1705,44,1705,2,4,2,4,2,2,3,2,4,3,4,4,3,2,4,0,4,4,2,2.909090909,3,2.8,2.984126984,2.915343915,1.282539683
1706,44,1706,3,3,1,1,1,2,1,4,2,4,2,5,5,5,1,0,0,0,0,2.181818182,5,.2,2.984126984,2.915343915,1.282539683
1707,44,1707,4,5,1,2,2,5,1,1,1,1,1,1,4,3,4,4,4,4,4,2.181818182,2.666666667,4,2.984126984,2.915343915,1.282539683
1708,44,1708,4,3,1,1,3,3,1,3,1,2,1,1,3,1,4,1,3,2,0,2.090909091,1.666666667,2,2.984126984,2.915343915,1.282539683
1709,44,1709,3,2,1,3,3,3,1,4,1,3,3,1,3,4,0,0,1,1,0,2.454545455,2.666666667,.4,2.984126984,2.915343915,1.282539683
1710,44,1710,2,3,1,2,1,2,1,3,1,2,1,1,1,1,4,2,3,2,1,1.727272727,1,2.4,2.984126984,2.915343915,1.282539683
1711,44,1711,5,2,1,2,1,1,1,3,1,4,2,1,2,2,4,2,4,4,4,2.090909091,1.666666667,3.6,2.984126984,2.915343915,1.282539683
