student_id,school_id,school_belonging,peer_inclusivity,teacher_support,community_activities,small_school,school_context
2212,87,1,1,1,1,1,Urban
2213,106,1,1,1,1,0,Urban
2214,17,1,0,1,1,0,Urban
2215,75,1,1,1,0,1,Suburban
2216,32,1,1,0,0,0,Suburban
2217,101,0,0,0,0,0,Urban
2218,79,1,0,1,0,0,Suburban
2219,68,1,0,1,0,1,Urban
2220,39,1,1,1,1,1,Urban
2221,94,1,0,1,0,1,Urban
2222,10,1,1,1,1,1,Urban
2223,87,1,1,1,0,1,Urban
2224,24,1,1,1,1,0,Urban
2225,100,1,1,1,1,0,Suburban
2226,116,1,1,0,0,1,Urban
2227,58,1,1,1,1,0,Urban
2228,69,0,0,0,1,0,Urban
2229,101,1,0,0,1,0,Urban
2230,107,1,0,1,1,0,Rural
2231,64,1,1,0,0,0,Suburban
2232,19,1,0,1,1,0,Rural
2233,101,1,1,1,1,0,Urban
2234,117,1,0,1,0,1,Suburban
2235,8,1,1,1,0,1,Suburban
2236,71,1,0,1,1,1,Rural
2237,40,1,1,1,0,0,Suburban
2238,13,1,0,1,1,1,Rural
2239,101,1,0,1,1,0,Urban
2240,27,1,1,1,1,0,Urban
2241,82,1,1,1,0,1,Rural
2242,88,1,0,1,0,1,Urban
2243,105,0,1,1,0,1,Rural
2244,2,1,0,1,1,1,Urban
2245,16,1,1,1,1,0,Suburban
2246,14,1,1,0,1,0,Urban
2247,17,1,1,1,1,0,Urban
2248,60,0,1,1,0,0,Urban
2249,70,1,0,1,0,1,Rural
2250,99,1,1,0,1,0,Suburban
2251,17,1,1,1,0,0,Urban
2252,45,1,1,1,0,0,Urban
2253,38,1,1,1,0,0,Suburban
2254,104,1,0,1,0,1,Urban
2255,64,1,0,1,0,0,Suburban
2256,121,1,1,1,1,1,Rural
2257,6,1,0,0,1,0,Rural
2258,60,1,0,1,1,0,Urban
2259,112,1,1,1,1,0,Suburban
2260,102,0,0,0,1,1,Urban
2261,49,1,1,1,1,1,Suburban
2262,21,1,1,0,0,1,Suburban
2263,99,1,0,1,1,0,Suburban
2264,23,0,1,0,0,0,Urban
2265,76,0,0,1,0,1,Rural
2266,57,0,0,0,0,0,Rural
2267,64,1,1,0,1,0,Suburban
2268,29,1,0,1,0,1,Rural
2269,27,1,1,1,0,0,Urban
2270,6,1,1,1,0,0,Rural
2271,21,0,0,0,1,1,Suburban
2272,71,1,0,1,1,1,Rural
2273,107,1,1,1,1,0,Rural
2274,41,1,1,1,0,0,Suburban
2275,80,1,0,1,0,0,Urban
2276,5,1,0,1,1,0,Rural
2277,15,0,0,0,0,0,Suburban
2278,21,1,1,1,1,1,Suburban
2279,58,0,1,0,1,0,Urban
2280,4,1,1,1,1,1,Suburban
2281,69,0,0,1,1,0,Urban
2282,7,1,1,1,0,0,Urban
2283,35,1,1,1,0,1,Suburban
2284,36,1,0,0,1,1,Suburban
2285,121,1,1,0,0,1,Rural
2286,15,1,0,1,0,0,Suburban
2287,92,1,0,1,0,1,Urban
2288,2,1,0,1,0,1,Urban
2289,120,1,1,0,0,1,Rural
2290,57,0,1,0,0,0,Rural
2291,5,1,0,0,1,0,Rural
2292,71,1,0,1,1,1,Rural
2293,86,0,0,1,1,0,Suburban
2294,113,1,1,1,1,1,Urban
2295,95,0,0,1,0,1,Urban
2296,32,1,0,1,0,0,Suburban
2297,72,0,0,1,0,0,Suburban
2298,41,0,0,1,1,0,Suburban
2299,42,1,0,0,1,0,Suburban
2300,75,0,0,0,0,1,Suburban
2301,65,0,1,1,0,0,Rural
2302,111,0,1,1,1,0,Suburban
2303,40,1,1,1,1,0,Suburban
2304,83,1,1,0,1,0,Suburban
2305,108,0,1,0,0,1,Suburban
2306,38,1,1,0,0,0,Suburban
2307,42,1,1,0,1,0,Suburban
2308,120,0,1,1,1,1,Rural
2309,37,0,0,1,1,0,Urban
2310,56,0,0,1,1,1,Urban
2311,71,1,1,1,1,1,Rural
2312,103,0,0,0,1,0,Urban
2313,55,0,1,1,0,1,Suburban
2314,89,1,1,1,0,1,Suburban
2315,54,1,1,1,1,1,Urban
2316,22,0,1,0,0,0,Urban
2317,27,1,0,1,1,0,Urban
2318,105,1,0,1,1,1,Rural
2319,47,1,1,1,1,0,Urban
2320,38,1,1,1,0,0,Suburban
2321,112,1,1,1,0,0,Suburban
2322,39,1,1,0,1,1,Urban
2323,15,1,1,1,1,0,Suburban
2324,119,1,1,0,1,1,Rural
2325,66,1,0,1,0,1,Suburban
2326,61,0,0,1,0,0,Rural
2327,60,1,1,0,1,0,Urban
2328,8,1,0,1,1,1,Suburban
2329,44,1,1,1,1,1,Rural
2330,43,0,1,0,0,0,Urban
2331,6,1,1,1,0,0,Rural
2332,84,0,0,0,0,0,Urban
2333,27,1,0,1,1,0,Urban
2334,45,0,0,1,1,0,Urban
2335,23,0,1,1,0,0,Urban
2336,112,0,0,0,0,0,Suburban
2337,104,1,1,1,1,1,Urban
2338,81,1,0,0,0,1,Urban
2339,122,1,1,0,1,1,Urban
2340,13,1,1,1,1,1,Rural
2341,68,1,1,1,0,1,Urban
2342,84,0,0,1,0,0,Urban
2343,106,1,1,1,1,0,Urban
2344,64,1,0,1,0,0,Suburban
2345,25,1,1,1,0,0,Suburban
2346,86,1,0,0,1,0,Suburban
2347,52,1,0,0,1,1,Urban
2348,48,0,0,0,1,1,Suburban
2349,61,1,1,0,0,0,Rural
2350,17,1,1,1,0,0,Urban
2351,40,1,1,1,0,0,Suburban
2352,75,1,0,0,0,1,Suburban
2353,89,1,1,1,1,1,Suburban
2354,69,1,1,0,0,0,Urban
2355,85,1,1,1,1,0,Urban
2356,26,1,1,1,0,1,Suburban
2357,80,0,0,0,0,0,Urban
2358,56,1,1,0,1,1,Urban
2359,40,1,0,1,0,0,Suburban
2360,85,0,1,0,0,0,Urban
2361,112,1,1,1,0,0,Suburban
2362,96,1,1,1,0,0,Suburban
2363,68,1,1,0,0,1,Urban
2364,102,1,1,1,0,1,Urban
2365,122,1,0,1,1,1,Urban
2366,117,1,1,1,1,1,Suburban
2367,8,1,0,1,1,1,Suburban
2368,73,1,1,1,0,0,Urban
2369,45,1,1,1,1,0,Urban
2370,17,1,0,1,0,0,Urban
2371,41,1,1,0,1,0,Suburban
2372,77,1,1,1,1,1,Rural
2373,9,0,1,0,0,1,Suburban
2374,70,1,1,1,1,1,Rural
2375,91,1,0,1,1,0,Suburban
2376,106,1,1,1,1,0,Urban
2377,101,0,0,1,0,0,Urban
2378,103,1,0,1,1,0,Urban
2379,107,1,1,1,1,0,Rural
2380,24,1,0,1,0,0,Urban
2381,73,1,1,1,1,0,Urban
2382,121,0,0,1,0,1,Rural
2383,106,1,1,1,0,0,Urban
2384,11,0,0,1,1,0,Urban
2385,35,1,1,0,1,1,Suburban
2386,29,1,1,1,1,1,Rural
2387,8,1,0,1,1,1,Suburban
2388,17,1,0,1,0,0,Urban
2389,71,1,1,0,0,1,Rural
2390,12,1,1,1,1,1,Urban
2391,112,0,0,0,0,0,Suburban
2392,79,1,0,1,1,0,Suburban
2393,117,1,0,0,1,1,Suburban
2394,93,0,0,0,0,1,Suburban
2395,109,0,0,0,0,0,Suburban
2396,50,1,0,1,1,0,Urban
2397,114,1,1,1,1,1,Suburban
2398,24,1,1,1,1,0,Urban
2399,37,1,0,1,1,0,Urban
2400,78,0,0,0,0,0,Suburban
2401,11,1,1,1,0,0,Urban
2402,99,1,1,1,0,0,Suburban
2403,81,0,0,1,0,1,Urban
2404,59,1,1,1,0,0,Urban
2405,55,1,1,1,0,1,Suburban
2406,27,1,1,0,0,0,Urban
2407,108,1,1,1,0,1,Suburban
2408,67,1,1,1,0,0,Suburban
2409,119,1,1,1,1,1,Rural
2410,60,1,1,1,1,0,Urban
2411,2,1,0,1,0,1,Urban
2412,68,0,1,1,1,1,Urban
2413,18,0,0,0,0,1,Rural
2414,20,0,0,0,1,0,Urban
2415,85,0,1,0,0,0,Urban
2416,63,1,0,1,1,1,Urban
2417,78,1,1,0,0,0,Suburban
2418,72,0,0,0,1,0,Suburban
2419,2,0,1,0,0,1,Urban
2420,90,1,0,1,1,0,Suburban
2421,83,0,0,0,0,0,Suburban
2422,42,1,1,0,0,0,Suburban
2423,28,1,1,0,1,1,Urban
2424,29,1,0,1,0,1,Rural
2425,69,1,0,0,1,0,Urban
2426,107,0,1,0,0,0,Rural
2427,28,1,0,1,0,1,Urban
2428,60,1,1,1,1,0,Urban
2429,105,1,0,0,0,1,Rural
2430,112,1,1,1,0,0,Suburban
2431,90,0,0,1,1,0,Suburban
2432,5,1,1,1,1,0,Rural
2433,15,1,1,0,1,0,Suburban
2434,110,1,1,1,0,0,Suburban
2435,73,1,1,1,1,0,Urban
2436,32,1,1,1,0,0,Suburban
2437,52,1,1,0,0,1,Urban
2438,90,1,0,1,1,0,Suburban
2439,37,0,1,0,0,0,Urban
2440,15,1,1,0,0,0,Suburban
2441,41,0,1,1,0,0,Suburban
2442,4,1,1,1,1,1,Suburban
2443,117,1,1,1,1,1,Suburban
2444,53,1,1,1,1,1,Suburban
2445,100,1,1,1,0,0,Suburban
2446,84,1,1,0,1,0,Urban
2447,27,1,1,0,1,0,Urban
2448,21,1,1,1,0,1,Suburban
2449,60,1,1,1,0,0,Urban
2450,86,1,1,1,0,0,Suburban
2451,64,0,0,1,0,0,Suburban
2452,71,1,1,1,1,1,Rural
2453,47,1,0,0,0,0,Urban
2454,54,1,1,0,0,1,Urban
2455,31,1,0,1,1,1,Urban
2456,17,0,0,0,1,0,Urban
2457,50,1,1,1,1,0,Urban
2458,7,0,0,0,0,0,Urban
2459,83,1,1,1,0,0,Suburban
2460,28,1,1,1,0,1,Urban
2461,10,0,0,0,0,1,Urban
2462,27,0,0,1,0,0,Urban
2463,13,1,1,0,1,1,Rural
2464,66,1,1,1,0,1,Suburban
2465,86,1,1,1,0,0,Suburban
2466,84,1,1,1,0,0,Urban
2467,60,1,0,1,1,0,Urban
2468,43,0,1,1,1,0,Urban
2469,69,1,1,1,1,0,Urban
2470,63,1,1,1,0,1,Urban
2471,70,1,1,1,0,1,Rural
2472,99,0,1,0,0,0,Suburban
2473,65,0,0,1,0,0,Rural
2474,99,0,0,0,1,0,Suburban
2475,67,1,0,1,1,0,Suburban
2476,54,1,1,1,1,1,Urban
2477,36,1,0,1,1,1,Suburban
2478,71,1,0,1,1,1,Rural
2479,93,0,0,1,0,1,Suburban
2480,15,1,1,1,1,0,Suburban
2481,75,1,1,1,0,1,Suburban
2482,18,1,1,1,1,1,Rural
2483,108,1,1,0,0,1,Suburban
2484,4,1,1,1,0,1,Suburban
2485,88,1,1,1,1,1,Urban
2486,11,1,1,1,0,0,Urban
2487,6,1,0,0,0,0,Rural
2488,122,1,1,1,0,1,Urban
2489,51,1,1,1,0,1,Suburban
2490,58,0,0,1,1,0,Urban
2491,60,0,0,1,1,0,Urban
2492,18,1,0,1,0,1,Rural
2493,79,0,0,0,0,0,Suburban
2494,67,1,1,1,1,0,Suburban
2495,17,0,0,1,0,0,Urban
2496,97,1,1,1,0,1,Suburban
2497,34,1,1,1,0,1,Urban
2498,30,1,1,1,1,0,Urban
2499,19,1,1,1,0,0,Rural
2500,9,1,1,1,0,1,Suburban
2501,40,0,0,1,0,0,Suburban
2502,44,1,0,1,0,1,Rural
2503,95,1,1,0,1,1,Urban
2504,59,1,1,1,0,0,Urban
2505,91,0,0,1,0,0,Suburban
2506,111,0,0,1,0,0,Suburban
2507,25,1,1,1,0,0,Suburban
2508,119,1,0,1,1,1,Rural
2509,71,1,1,1,1,1,Rural
2510,53,1,1,0,0,1,Suburban
2511,48,0,0,0,0,1,Suburban
2512,71,1,1,1,0,1,Rural
2513,84,1,1,0,1,0,Urban
2514,53,0,0,0,1,1,Suburban
2515,108,1,0,1,0,1,Suburban
2516,49,0,1,0,1,1,Suburban
2517,43,1,1,1,1,0,Urban
2518,100,1,1,1,1,0,Suburban
2519,19,1,0,1,0,0,Rural
2520,66,0,1,1,0,1,Suburban
2521,34,1,1,1,0,1,Urban
2522,120,1,0,1,1,1,Rural
2523,81,0,1,0,1,1,Urban
2524,88,0,1,0,1,1,Urban
2525,73,0,1,0,0,0,Urban
2526,54,0,0,0,0,1,Urban
2527,1,0,1,0,0,0,Urban
2528,106,1,1,1,1,0,Urban
2529,92,1,0,1,0,1,Urban
2530,55,1,1,1,0,1,Suburban
2531,15,1,1,0,1,0,Suburban
2532,85,1,1,1,0,0,Urban
2533,15,1,1,0,0,0,Suburban
2534,121,1,1,1,0,1,Rural
2535,23,1,1,1,1,0,Urban
2536,117,1,1,0,1,1,Suburban
2537,66,1,1,1,1,1,Suburban
2538,46,0,0,1,0,1,Urban
2539,100,1,0,1,1,0,Suburban
2540,114,1,0,1,1,1,Suburban
2541,9,0,0,0,1,1,Suburban
2542,66,1,1,1,1,1,Suburban
2543,66,1,0,1,0,1,Suburban
2544,18,1,1,1,0,1,Rural
2545,17,0,0,0,0,0,Urban
2546,105,1,0,1,1,1,Rural
2547,72,1,0,1,1,0,Suburban
2548,98,1,0,0,1,0,Rural
2549,34,1,1,1,0,1,Urban
2550,69,1,1,0,0,0,Urban
2551,64,0,1,1,0,0,Suburban
2552,44,1,1,1,1,1,Rural
2553,29,1,1,1,0,1,Rural
2554,62,0,0,0,1,0,Rural
2555,92,0,0,0,0,1,Urban
2556,16,1,1,1,0,0,Suburban
2557,78,1,0,1,1,0,Suburban
2558,52,1,0,0,0,1,Urban
2559,2,0,0,1,0,1,Urban
2560,120,1,0,0,0,1,Rural
2561,104,1,1,1,0,1,Urban
2562,61,0,0,0,1,0,Rural
2563,4,1,0,1,1,1,Suburban
2564,52,1,1,1,0,1,Urban
2565,41,1,1,1,1,0,Suburban
2566,52,0,0,0,0,1,Urban
2567,31,1,1,1,1,1,Urban
2568,26,0,0,1,1,1,Suburban
2569,27,0,0,1,1,0,Urban
2570,121,1,1,1,0,1,Rural
2571,51,1,1,0,0,1,Suburban
2572,98,0,0,0,0,0,Rural
2573,95,1,1,1,1,1,Urban
2574,48,1,1,0,1,1,Suburban
2575,11,0,1,0,0,0,Urban
2576,8,1,1,0,1,1,Suburban
2577,12,0,0,1,0,1,Urban
2578,99,0,1,0,0,0,Suburban
2579,45,0,0,1,0,0,Urban
2580,34,1,1,1,0,1,Urban
2581,77,1,1,0,0,1,Rural
2582,91,1,0,1,1,0,Suburban
2583,72,0,0,1,0,0,Suburban
2584,47,1,1,0,0,0,Urban
2585,120,1,1,0,1,1,Rural
2586,21,1,1,1,0,1,Suburban
2587,41,0,1,0,1,0,Suburban
2588,75,1,0,1,0,1,Suburban
2589,22,1,1,1,1,0,Urban
2590,21,1,1,0,1,1,Suburban
2591,28,1,1,1,0,1,Urban
2592,67,0,0,1,1,0,Suburban
2593,71,1,0,1,1,1,Rural
2594,14,0,1,1,1,0,Urban
2595,79,1,0,1,0,0,Suburban
2596,73,1,1,0,0,0,Urban
2597,52,0,1,0,1,1,Urban
2598,43,1,0,1,1,0,Urban
2599,71,0,0,0,0,1,Rural
2600,76,0,0,1,0,1,Rural
2601,19,0,1,1,0,0,Rural
2602,27,1,1,0,0,0,Urban
2603,18,1,0,1,0,1,Rural
2604,13,1,1,1,0,1,Rural
2605,107,0,1,1,0,0,Rural
2606,1,1,1,1,0,0,Urban
2607,102,1,0,0,1,1,Urban
2608,85,1,1,1,0,0,Urban
2609,34,1,1,1,0,1,Urban
2610,13,1,0,1,0,1,Rural
2611,109,0,1,1,1,0,Suburban
2612,115,0,1,1,1,1,Urban
2613,105,1,1,1,1,1,Rural
2614,51,0,1,0,0,1,Suburban
2615,87,1,1,0,1,1,Urban
2616,1,1,1,1,0,0,Urban
2617,87,1,0,1,0,1,Urban
2618,121,1,1,1,1,1,Rural
2619,28,1,0,0,1,1,Urban
2620,32,1,1,0,1,0,Suburban
2621,72,1,1,1,1,0,Suburban
2622,55,1,1,0,1,1,Suburban
2623,26,1,1,1,0,1,Suburban
2624,14,1,0,1,0,0,Urban
2625,88,1,1,1,0,1,Urban
2626,112,1,1,1,1,0,Suburban
2627,93,1,0,1,0,1,Suburban
2628,68,0,0,1,1,1,Urban
2629,63,1,0,1,0,1,Urban
2630,82,1,1,1,0,1,Rural
2631,14,1,0,1,0,0,Urban
2632,27,0,1,1,0,0,Urban
2633,41,1,1,1,1,0,Suburban
2634,111,1,1,1,0,0,Suburban
2635,3,1,1,1,0,1,Urban
2636,94,1,1,1,0,1,Urban
2637,59,1,1,1,0,0,Urban
2638,100,0,0,1,0,0,Suburban
2639,23,1,1,1,0,0,Urban
2640,18,1,1,1,1,1,Rural
2641,110,1,1,0,0,0,Suburban
2642,111,1,0,1,0,0,Suburban
2643,104,1,1,1,1,1,Urban
2644,74,1,1,1,0,1,Urban
2645,120,1,0,1,0,1,Rural
2646,76,1,0,1,1,1,Rural
2647,117,0,1,1,0,1,Suburban
2648,41,1,0,1,1,0,Suburban
2649,8,0,0,0,0,1,Suburban
2650,32,1,0,1,1,0,Suburban
2651,81,1,1,1,1,1,Urban
2652,41,1,0,1,0,0,Suburban
2653,45,1,1,0,0,0,Urban
2654,78,1,1,0,0,0,Suburban
2655,101,1,1,1,0,0,Urban
2656,9,0,1,0,1,1,Suburban
2657,121,1,1,1,1,1,Rural
2658,122,0,0,0,0,1,Urban
2659,90,0,1,0,1,0,Suburban
2660,48,1,1,1,0,1,Suburban
2661,115,1,1,0,1,1,Urban
2662,24,1,1,1,1,0,Urban
2663,87,1,0,1,1,1,Urban
2664,95,1,1,1,0,1,Urban
2665,103,1,1,0,1,0,Urban
2666,44,0,1,1,0,1,Rural
2667,58,1,1,1,1,0,Urban
2668,66,0,1,0,0,1,Suburban
2669,114,1,0,1,0,1,Suburban
2670,18,1,0,1,1,1,Rural
2671,80,1,1,1,1,0,Urban
2672,29,0,0,1,0,1,Rural
2673,75,0,0,1,1,1,Suburban
2674,2,0,0,1,1,1,Urban
2675,78,1,1,0,1,0,Suburban
2676,68,1,1,0,1,1,Urban
2677,103,1,1,1,0,0,Urban
2678,98,1,0,1,1,0,Rural
2679,117,0,0,1,0,1,Suburban
2680,110,1,1,1,0,0,Suburban
2681,39,1,1,1,1,1,Urban
2682,73,1,0,1,1,0,Urban
2683,104,0,0,0,1,1,Urban
2684,41,1,0,1,1,0,Suburban
2685,71,1,0,1,1,1,Rural
2686,115,1,1,0,0,1,Urban
2687,81,1,1,1,1,1,Urban
2688,122,0,0,1,0,1,Urban
2689,87,1,1,1,1,1,Urban
2690,109,1,1,1,1,0,Suburban
2691,75,1,0,0,1,1,Suburban
2692,22,1,1,1,0,0,Urban
2693,82,0,0,0,1,1,Rural
2694,49,1,1,0,1,1,Suburban
2695,28,0,0,0,1,1,Urban
2696,16,0,1,0,0,0,Suburban
2697,106,1,1,1,1,0,Urban
2698,68,1,0,1,1,1,Urban
2699,62,1,1,1,1,0,Rural
2700,36,1,0,1,1,1,Suburban
2701,22,0,0,0,0,0,Urban
2702,11,0,1,1,0,0,Urban
2703,85,0,1,0,0,0,Urban
2704,121,1,1,0,0,1,Rural
2705,104,1,1,0,1,1,Urban
2706,105,0,0,0,0,1,Rural
2707,80,1,0,1,0,0,Urban
2708,42,0,0,1,0,0,Suburban
2709,55,1,0,1,1,1,Suburban
2710,73,0,1,1,0,0,Urban
2711,35,1,0,1,0,1,Suburban
2712,57,0,0,0,0,0,Rural
2713,34,0,0,0,0,1,Urban
2714,73,1,0,1,1,0,Urban
2715,77,1,1,1,0,1,Rural
2716,70,1,0,1,1,1,Rural
2717,4,1,1,1,1,1,Suburban
2718,46,0,1,1,1,1,Urban
2719,92,1,1,1,1,1,Urban
2720,11,0,0,1,1,0,Urban
2721,98,1,0,1,0,0,Rural
2722,61,1,0,1,1,0,Rural
2723,122,1,0,1,0,1,Urban
2724,35,1,1,1,0,1,Suburban
2725,69,1,0,1,1,0,Urban
2726,57,1,1,1,1,0,Rural
2727,103,0,1,0,1,0,Urban
2728,11,1,1,1,1,0,Urban
2729,12,1,0,1,0,1,Urban
2730,43,0,0,0,1,0,Urban
2731,19,1,1,1,0,0,Rural
2732,77,1,1,0,0,1,Rural
2733,68,0,0,1,1,1,Urban
2734,78,1,1,1,0,0,Suburban
2735,108,1,0,1,1,1,Suburban
2736,59,1,0,1,1,0,Urban
2737,2,1,1,1,0,1,Urban
2738,8,1,1,1,1,1,Suburban
2739,22,1,0,1,1,0,Urban
2740,115,1,0,1,0,1,Urban
2741,77,1,1,1,0,1,Rural
2742,21,1,0,1,1,1,Suburban
2743,85,1,1,1,0,0,Urban
2744,92,1,1,1,1,1,Urban
2745,97,1,0,1,0,1,Suburban
2746,29,1,0,0,1,1,Rural
2747,101,0,1,1,1,0,Urban
2748,86,1,0,1,0,0,Suburban
2749,122,1,1,1,1,1,Urban
2750,90,1,1,1,1,0,Suburban
2751,75,0,1,0,1,1,Suburban
2752,75,0,0,1,1,1,Suburban
2753,109,1,1,1,1,0,Suburban
2754,98,1,1,1,1,0,Rural
2755,83,1,1,0,1,0,Suburban
2756,112,1,0,1,1,0,Suburban
2757,122,0,0,0,0,1,Urban
2758,37,0,0,0,1,0,Urban
2759,78,1,1,1,0,0,Suburban
2760,29,1,0,0,0,1,Rural
2761,83,0,1,1,0,0,Suburban
2762,37,1,0,0,0,0,Urban
2763,21,1,0,1,0,1,Suburban
2764,88,1,1,1,0,1,Urban
2765,90,0,0,1,0,0,Suburban
2766,105,1,1,0,1,1,Rural
2767,120,1,1,1,0,1,Rural
2768,12,1,1,1,0,1,Urban
2769,48,1,1,1,0,1,Suburban
2770,83,1,1,1,0,0,Suburban
2771,47,1,0,1,0,0,Urban
2772,113,1,1,1,1,1,Urban
2773,94,1,0,1,1,1,Urban
2774,15,0,1,1,1,0,Suburban
2775,67,1,1,1,1,0,Suburban
2776,113,1,0,1,0,1,Urban
2777,13,1,1,1,0,1,Rural
2778,59,1,1,0,0,0,Urban
2779,73,0,0,1,1,0,Urban
2780,13,1,1,0,0,1,Rural
2781,80,0,1,0,1,0,Urban
2782,115,0,1,1,0,1,Urban
2783,78,0,0,1,0,0,Suburban
2784,72,0,0,0,1,0,Suburban
2785,118,1,0,1,1,0,Urban
2786,19,0,0,1,1,0,Rural
2787,57,1,1,1,1,0,Rural
2788,120,1,1,1,1,1,Rural
2789,32,0,0,0,1,0,Suburban
2790,99,1,1,1,1,0,Suburban
2791,87,0,1,1,0,1,Urban
2792,21,1,1,1,1,1,Suburban
2793,82,1,1,1,1,1,Rural
2794,112,1,0,1,0,0,Suburban
2795,14,1,1,1,1,0,Urban
2796,80,1,1,0,1,0,Urban
2797,24,1,1,1,0,0,Urban
2798,49,0,0,0,0,1,Suburban
2799,116,1,1,1,0,1,Urban
2800,32,1,1,1,1,0,Suburban
2801,75,1,0,1,1,1,Suburban
2802,109,1,0,1,0,0,Suburban
2803,11,1,1,1,1,0,Urban
2804,60,1,1,1,0,0,Urban
2805,68,1,1,0,1,1,Urban
2806,61,0,1,0,0,0,Rural
2807,90,0,1,1,0,0,Suburban
2808,110,1,1,1,1,0,Suburban
2809,5,1,1,1,0,0,Rural
2810,36,1,1,1,0,1,Suburban
2811,97,0,0,1,0,1,Suburban
2812,64,1,0,1,0,0,Suburban
2813,78,0,0,0,0,0,Suburban
2814,32,0,1,0,1,0,Suburban
2815,71,1,1,1,1,1,Rural
2816,74,1,0,1,1,1,Urban
2817,66,1,1,1,1,1,Suburban
2818,10,1,1,0,0,1,Urban
2819,99,0,1,1,0,0,Suburban
2820,21,0,0,1,0,1,Suburban
2821,40,0,0,0,1,0,Suburban
2822,42,1,1,1,1,0,Suburban
2823,72,1,1,1,0,0,Suburban
2824,46,1,0,1,0,1,Urban
2825,82,1,1,1,1,1,Rural
2826,73,1,0,1,1,0,Urban
2827,118,1,0,1,1,0,Urban
2828,41,1,0,1,0,0,Suburban
2829,94,1,1,1,1,1,Urban
2830,4,1,1,0,0,1,Suburban
2831,99,1,1,1,1,0,Suburban
2832,14,1,0,1,1,0,Urban
2833,14,1,0,1,1,0,Urban
2834,53,1,1,0,0,1,Suburban
2835,112,0,1,0,0,0,Suburban
2836,101,1,0,1,0,0,Urban
2837,84,1,0,1,0,0,Urban
2838,29,0,0,0,1,1,Rural
2839,23,1,1,1,1,0,Urban
2840,120,1,1,1,0,1,Rural
2841,111,0,0,0,0,0,Suburban
2842,85,0,0,1,0,0,Urban
2843,31,0,1,0,1,1,Urban
2844,96,1,1,0,1,0,Suburban
2845,105,1,1,1,0,1,Rural
2846,71,1,1,0,0,1,Rural
2847,77,1,1,0,1,1,Rural
2848,61,1,0,1,1,0,Rural
2849,23,0,1,1,0,0,Urban
2850,8,1,0,1,1,1,Suburban
2851,76,1,1,1,1,1,Rural
2852,100,1,0,0,1,0,Suburban
2853,16,0,0,1,1,0,Suburban
2854,26,1,1,1,0,1,Suburban
2855,29,1,1,1,1,1,Rural
2856,93,1,1,0,0,1,Suburban
2857,6,1,1,1,0,0,Rural
2858,37,0,0,1,0,0,Urban
2859,33,1,0,1,0,0,Rural
2860,95,0,1,1,0,1,Urban
2861,46,1,1,1,1,1,Urban
2862,61,1,1,1,1,0,Rural
2863,41,1,0,1,1,0,Suburban
2864,18,1,1,1,0,1,Rural
2865,102,1,1,0,0,1,Urban
2866,111,1,0,1,1,0,Suburban
2867,95,1,0,1,0,1,Urban
2868,16,1,1,1,1,0,Suburban
2869,104,1,0,1,0,1,Urban
2870,51,1,1,1,1,1,Suburban
2871,37,1,1,1,0,0,Urban
2872,14,1,0,1,1,0,Urban
2873,103,1,0,1,1,0,Urban
2874,68,1,1,1,1,1,Urban
2875,30,0,1,0,1,0,Urban
2876,60,1,1,1,0,0,Urban
2877,53,1,1,1,1,1,Suburban
2878,97,1,1,1,0,1,Suburban
2879,36,1,1,1,1,1,Suburban
2880,30,1,1,1,0,0,Urban
2881,64,1,0,1,1,0,Suburban
2882,14,1,0,1,1,0,Urban
2883,23,1,0,1,0,0,Urban
2884,48,1,1,1,0,1,Suburban
2885,28,1,0,0,0,1,Urban
2886,122,1,0,1,1,1,Urban
2887,7,1,0,1,0,0,Urban
2888,42,0,0,0,1,0,Suburban
2889,10,0,0,1,1,1,Urban
2890,68,1,1,1,1,1,Urban
2891,44,1,1,1,1,1,Rural
2892,102,0,0,1,0,1,Urban
2893,13,1,0,1,1,1,Rural
2894,85,0,0,0,1,0,Urban
2895,33,1,1,1,1,0,Rural
2896,104,1,1,1,1,1,Urban
2897,92,1,1,0,1,1,Urban
2898,87,0,0,0,0,1,Urban
2899,32,1,1,1,1,0,Suburban
2900,48,1,1,1,1,1,Suburban
2901,5,1,1,1,1,0,Rural
2902,61,1,1,1,1,0,Rural
2903,122,1,0,1,0,1,Urban
2904,90,0,0,1,1,0,Suburban
2905,103,1,0,0,1,0,Urban
2906,90,0,1,1,0,0,Suburban
2907,3,0,0,1,1,1,Urban
2908,24,1,1,1,0,0,Urban
2909,117,1,0,1,1,1,Suburban
2910,98,1,1,1,0,0,Rural
2911,34,1,1,1,1,1,Urban
2912,84,0,0,0,0,0,Urban
2913,119,0,0,1,0,1,Rural
2914,94,1,1,1,0,1,Urban
2915,42,0,0,1,0,0,Suburban
2916,20,1,1,1,1,0,Urban
2917,41,0,1,1,0,0,Suburban
2918,82,0,1,0,1,1,Rural
2919,102,1,1,0,1,1,Urban
2920,20,1,1,1,1,0,Urban
2921,6,1,1,1,1,0,Rural
2922,122,0,1,0,0,1,Urban
2923,57,0,0,1,0,0,Rural
2924,42,1,1,1,1,0,Suburban
2925,25,1,0,1,0,0,Suburban
2926,41,1,1,0,1,0,Suburban
2927,41,1,0,1,0,0,Suburban
2928,3,1,1,0,1,1,Urban
2929,108,1,1,0,0,1,Suburban
2930,43,1,1,1,1,0,Urban
2931,46,1,1,0,0,1,Urban
